"","SITE_ID","DATE_COL","DATECHEM","PH_FIELD","PH_LAB","COND","ANC","TURB","TOC","DOC","NH4N_PPM","NO3_NO2","NTL_PPM","PTL","CL_PPM","NO3N_PPM","SO4_PPM","CA_PPM","MG_PPM","NA_PPM","K_PPM","COLOR","SIO2","NH4ION","CATSUM","ANSUM2","CHLA","SECMEAN","VISIT_NO","LAT_DD","LON_DD","ST","EPA_REG","URBAN","NUT_REG","NUTREG_NAME","ECO_NUTA","LAKE_ORIGIN","ECO3_X_ORIGIN","REF_CLUSTER","RT_NLA","HUC_2","HUC_8","DO2_2M","SAMPLED","REPEAT","ALBERS_X","ALBERS_Y","FLD_LON_DD","FLD_LAT_DD","STATE_NAME","CNTYNAME","NHDNAME","LAKENAME","MDCATY","WGT","WGT_NLA","ADJWGT_CAT","WSA_ECO3","WSA_ECO9","ECO_LEV_3","ECO_L3_NAM","REFCLUS_NAME","REF_NUTR","AREA_HA","SIZE_CLASS","LAKEAREA","LAKEPERIM","SLD","DEPTH_X","DEPTHMAX","ELEV_PT","COM_ID","REACHCODE","DATEPHAB","CLASSP","EcoP6","ssiBedBld","ssiNATBedBld","rviLowWood","RVegQ_7","RVegQ_8","L_RVegQ_8","LRCVQ_7A","LRCVQ_7B","LRCVQ_7C","LRCVQ_7D","LRCVQ_8D","L_LRCVQ_8D","ElevXLat","ElevDLat","ElevXLon","XER","XER_X_Elev","WMT","RDisIXAgAdj5","RDisIXAgAdj4","RDisIXAgAdj3","RDisIXAgAdj2","RDis_InEx","RDis_IX","RvegQ_Var","RVegQ","LogRVegQ","LitCvrQ_Var","LitCvrQ","LogLitCvrQ","LitRipCVQ_Var","LitRipCVQ","LogLitRipCvQ","RVeg_OE","LitCvr_OE","LitRipCvr_OE","DATE_SECCHI","NTL","CLEAR_TO_BOTTOM","TSTATE_TP","TSTATE_TN","TSTATE_CHL","TSTATE_SECCHI"
"26","NLA06608-0005","8/22/2007","8/22/2007",8.3,7.7,54.96,454.64,0.609,1.5,1.39,0.005,0.005,0.068,3,0.254,0.005,2.927,9.161,0.307,1.113,0.239,0,6.518,0.069643588,537.01,522.76,0.403,NA,1,43.9292093,-114.8403862,"ID","Region_10","NO","II","Western Forested Mountains","II","NATURAL","WMTNS NATURAL","F","REF",17,17060201,8.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/18/2007",NA,NA,NA,NA,NA,NA
"27","NLA06608-0005","8/22/2007","8/22/2007",8.3,7.7,54.96,454.64,0.609,1.5,1.39,0.005,0.005,0.068,3,0.254,0.005,2.927,9.161,0.307,1.113,0.239,0,6.518,0.069643588,537.01,522.76,0.403,NA,1,43.9292093,-114.8403862,"ID","Region_10","NO","II","Western Forested Mountains","II","NATURAL","WMTNS NATURAL","F","REF",17,17060201,8.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/22/2007",NA,NA,NA,NA,NA,NA
"28","NLA06608-0005","8/22/2007","8/22/2007",8.3,7.7,54.96,454.64,0.609,1.5,1.39,0.005,0.005,0.068,3,0.254,0.005,2.927,9.161,0.307,1.113,0.239,0,6.518,0.069643588,537.01,522.76,0.403,NA,2,43.9292093,-114.8403862,"ID","Region_10","NO","II","Western Forested Mountains","II","NATURAL","WMTNS NATURAL","F","REF",17,17060201,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/18/2007",NA,NA,NA,NA,NA,NA
"29","NLA06608-0005","8/22/2007","8/22/2007",8.3,7.7,54.96,454.64,0.609,1.5,1.39,0.005,0.005,0.068,3,0.254,0.005,2.927,9.161,0.307,1.113,0.239,0,6.518,0.069643588,537.01,522.76,0.403,NA,2,43.9292093,-114.8403862,"ID","Region_10","NO","II","Western Forested Mountains","II","NATURAL","WMTNS NATURAL","F","REF",17,17060201,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/22/2007",NA,NA,NA,NA,NA,NA
"30","NLA06608-0006","7/17/2007","7/17/2007",8.15,7.06,74.74,291.48,0.901,3.49,3.16,0.016,0.005,0.184,7,7.318,0.005,6.894,5.063,2.561,4.155,1.19,2,2.482,1.135752261,675.77,641.51,4.08,3.21,1,41.6831462,-73.1465177,"CT","Region_1","YES","XIV","Eastern Coastal Plain","CPL","MAN-MADE","EHIGH MAN-MADE","B","REF",1,1100005,8.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/17/2007",184,"","1: OLIGOTROPHIC (<= 10 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","2: MESOTROPHIC (>2-7 ug/L)","2: MESOTROPHIC (2.1-4 m)"
"31","NLA06608-0006","7/17/2007","7/17/2007",8.15,7.06,74.74,291.48,0.901,3.49,3.16,0.016,0.005,0.184,7,7.318,0.005,6.894,5.063,2.561,4.155,1.19,2,2.482,1.135752261,675.77,641.51,4.08,3.21,2,41.6831462,-73.1465177,"CT","Region_1","YES","XIV","Eastern Coastal Plain","CPL","MAN-MADE","EHIGH MAN-MADE","B","REF",1,1100005,8.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/17/2007",184,"","1: OLIGOTROPHIC (<= 10 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","2: MESOTROPHIC (>2-7 ug/L)","2: MESOTROPHIC (2.1-4 m)"
"32","NLA06608-0006","8/30/2007","8/30/2007",7.82,7.49,77.04,307.15,1.15,3.1,2.97,0.006,0,0.229,6,7.453,0,6.773,5.389,1.861,4.391,1.274,12,2.013,0.414628026,646.06,658.4,2.752,NA,1,41.6831462,-73.1465177,"CT","Region_1","YES","XIV","Eastern Coastal Plain","CPL","MAN-MADE","EHIGH MAN-MADE","B","REF",1,1100005,8.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","NLA06608-0006","8/30/2007","8/30/2007",7.82,7.49,77.04,307.15,1.15,3.1,2.97,0.006,0,0.229,6,7.453,0,6.773,5.389,1.861,4.391,1.274,12,2.013,0.414628026,646.06,658.4,2.752,NA,2,41.6831462,-73.1465177,"CT","Region_1","YES","XIV","Eastern Coastal Plain","CPL","MAN-MADE","EHIGH MAN-MADE","B","REF",1,1100005,8.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","NLA06608-0006","8/30/2007","8/30/2007",7.82,7.47,77.14,307.39,1.24,3.17,2.95,0.005,0.005,0.223,4,7.464,0.005,6.778,5.425,1.872,4.406,1.322,11,2.03,0.633171469,650.88,659.07,3.224,4.1,1,41.6831462,-73.1465177,"CT","Region_1","YES","XIV","Eastern Coastal Plain","CPL","MAN-MADE","EHIGH MAN-MADE","B","REF",1,1100005,8.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/30/2007",NA,NA,NA,NA,NA,NA
"35","NLA06608-0006","8/30/2007","8/30/2007",7.82,7.47,77.14,307.39,1.24,3.17,2.95,0.005,0.005,0.223,4,7.464,0.005,6.778,5.425,1.872,4.406,1.322,11,2.03,0.633171469,650.88,659.07,3.224,4.1,2,41.6831462,-73.1465177,"CT","Region_1","YES","XIV","Eastern Coastal Plain","CPL","MAN-MADE","EHIGH MAN-MADE","B","REF",1,1100005,8.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/30/2007",NA,NA,NA,NA,NA,NA
"36","NLA06608-0007","7/24/2007","7/24/2007",5.76,6.07,26.65,96.04,1.05,6.99,6.68,0.013,0.005,0.493,8,1.45,0.005,3.786,1.537,0.704,0.606,1.489,10,0.091,0.927562797,200.85,217.26,2.432,3.15,1,45.5806455,-92.040018,"WI","Region_5","NO","VII","Mostly Glaciated Dairy Region","VII","NATURAL","PLNLOW NATURAL","C","REF",7,7050007,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/24/2007",NA,NA,NA,NA,NA,NA
"37","NLA06608-0007","7/24/2007","7/24/2007",5.76,6.07,26.65,96.04,1.05,6.99,6.68,0.013,0.005,0.493,8,1.45,0.005,3.786,1.537,0.704,0.606,1.489,10,0.091,0.927562797,200.85,217.26,2.432,3.15,2,45.5806455,-92.040018,"WI","Region_5","NO","VII","Mostly Glaciated Dairy Region","VII","NATURAL","PLNLOW NATURAL","C","REF",7,7050007,8.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/24/2007",NA,NA,NA,NA,NA,NA
"38","NLA06608-0007","9/6/2007","9/6/2007",6.8,6.84,25.5,100.2,1.02,6.47,6.52,0.011,0.005,0.523,7,0.871,0.005,2.53,1.502,0.705,0.602,1.49,12,0.138,0.782609336,198.18,177.66,4.088,3.35,1,45.5806455,-92.040018,"WI","Region_5","NO","VII","Mostly Glaciated Dairy Region","VII","NATURAL","PLNLOW NATURAL","C","REF",7,7050007,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/6/2007",NA,NA,NA,NA,NA,NA
"39","NLA06608-0007","9/6/2007","9/6/2007",6.8,6.84,25.5,100.2,1.02,6.47,6.52,0.011,0.005,0.523,7,0.871,0.005,2.53,1.502,0.705,0.602,1.49,12,0.138,0.782609336,198.18,177.66,4.088,3.35,2,45.5806455,-92.040018,"WI","Region_5","NO","VII","Mostly Glaciated Dairy Region","VII","NATURAL","PLNLOW NATURAL","C","REF",7,7050007,8.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/6/2007",NA,NA,NA,NA,NA,NA
"40","NLA06608-0008","7/12/2007","7/12/2007",8.7,8.48,238.1,1933.62,8.62,8.66,7.6,0.024,0.005,0.801,66,10.129,0.005,9.985,25.33,8.795,5.839,3.218,10,3.789,1.488180959,2325.47,2427.21,30.24,0.79,1,41.292111,-93.5904049,"IA","Region_7","NO","VI","Corn Belt and Northern Great Plains","VI","MAN-MADE","PLNLOW MAN-MADE","C","SO-SO",7,7100008,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/12/2007",801,"","3: EUTROPHIC (>25-50 ug/L)","3: EUTROPHIC (>0.75 to 1.4 mg/","4: HYPEREUTROPHIC (> 30 ug/L)","3: EUTROPHIC (0.7-2.1 m)"
"41","NLA06608-0008","7/12/2007","7/12/2007",8.7,8.48,238.1,1933.62,8.62,8.66,7.6,0.024,0.005,0.801,66,10.129,0.005,9.985,25.33,8.795,5.839,3.218,10,3.789,1.488180959,2325.47,2427.21,30.24,0.79,2,41.292111,-93.5904049,"IA","Region_7","NO","VI","Corn Belt and Northern Great Plains","VI","MAN-MADE","PLNLOW MAN-MADE","C","SO-SO",7,7100008,5.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/12/2007",801,"","3: EUTROPHIC (>25-50 ug/L)","3: EUTROPHIC (>0.75 to 1.4 mg/","4: HYPEREUTROPHIC (> 30 ug/L)","3: EUTROPHIC (0.7-2.1 m)"
"42","NLA06608-0008","8/22/2007","8/22/2007",9.4,8.9,197.8,1571.2,17.6,9.13,7.13,0.014,0.005,1.525,79,10.084,0.005,6.656,17.19,7.999,6.214,3.536,10,5.898,0.71489137,1877.45,1994.21,148.2,0.41,1,41.292111,-93.5904049,"IA","Region_7","NO","VI","Corn Belt and Northern Great Plains","VI","MAN-MADE","PLNLOW MAN-MADE","C","SO-SO",7,7100008,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/22/2007",1525,"","3: EUTROPHIC (>25-50 ug/L)","4: HYPEREUTROPHIC (> 1.4 ug/L)","4: HYPEREUTROPHIC (> 30 ug/L)","4: HYPEREUTROPHIC (<= 0.7 m)"
"43","NLA06608-0008","8/22/2007","8/22/2007",9.4,8.9,197.8,1571.2,17.6,9.13,7.13,0.014,0.005,1.525,79,10.084,0.005,6.656,17.19,7.999,6.214,3.536,10,5.898,0.71489137,1877.45,1994.21,148.2,0.41,2,41.292111,-93.5904049,"IA","Region_7","NO","VI","Corn Belt and Northern Great Plains","VI","MAN-MADE","PLNLOW MAN-MADE","C","SO-SO",7,7100008,5.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/22/2007",1525,"","3: EUTROPHIC (>25-50 ug/L)","4: HYPEREUTROPHIC (> 1.4 ug/L)","4: HYPEREUTROPHIC (> 30 ug/L)","4: HYPEREUTROPHIC (<= 0.7 m)"
"44","NLA06608-0010","7/17/2007","7/17/2007",8.4,8.74,650.1,2089.55,3.05,4.96,4.94,0.017,0.005,0.473,10,128.635,0.005,20.652,25.57,19.98,63.93,1.47,4,3.131,0.951585825,5739.41,6147.81,4.384,4.48,1,42.6182301,-83.5058877,"MI","Region_5","YES","VII","Mostly Glaciated Dairy Region","VII","NATURAL","PLNLOW NATURAL","C","SO-SO",4,4090005,9.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/17/2007",NA,NA,NA,NA,NA,NA
"45","NLA06608-0010","7/17/2007","7/17/2007",8.4,8.74,650.1,2089.55,3.05,4.96,4.94,0.017,0.005,0.473,10,128.635,0.005,20.652,25.57,19.98,63.93,1.47,4,3.131,0.951585825,5739.41,6147.81,4.384,4.48,2,42.6182301,-83.5058877,"MI","Region_5","YES","VII","Mostly Glaciated Dairy Region","VII","NATURAL","PLNLOW NATURAL","C","SO-SO",4,4090005,8.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/17/2007",NA,NA,NA,NA,NA,NA
"46","NLA06608-0010","8/18/2007","8/18/2007",8.5,8.59,645.7,1933.35,2.13,4.74,4.54,0.008,0,0.549,10,129.445,0,19.285,26.3,21.17,61.18,1.483,4,3.611,0.493005848,5754.02,5985.99,3.32,NA,1,42.6182301,-83.5058877,"MI","Region_5","YES","VII","Mostly Glaciated Dairy Region","VII","NATURAL","PLNLOW NATURAL","C","SO-SO",4,4090005,9.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","NLA06608-0010","8/18/2007","8/18/2007",8.5,8.59,645.7,1933.35,2.13,4.74,4.54,0.008,0,0.549,10,129.445,0,19.285,26.3,21.17,61.18,1.483,4,3.611,0.493005848,5754.02,5985.99,3.32,NA,2,42.6182301,-83.5058877,"MI","Region_5","YES","VII","Mostly Glaciated Dairy Region","VII","NATURAL","PLNLOW NATURAL","C","SO-SO",4,4090005,8.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","NLA06608-0010","8/18/2007","8/18/2007",8.5,8.59,648.6,1926.74,1.42,4.69,4.55,0.005,0.005,0.485,10,128.807,0.005,19.264,25.49,21.23,60.76,1.609,5,3.606,0.238974499,5703.23,5960.95,3.328,2.6,1,42.6182301,-83.5058877,"MI","Region_5","YES","VII","Mostly Glaciated Dairy Region","VII","NATURAL","PLNLOW NATURAL","C","SO-SO",4,4090005,9.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/18/2007",NA,NA,NA,NA,NA,NA
"49","NLA06608-0010","8/18/2007","8/18/2007",8.5,8.59,648.6,1926.74,1.42,4.69,4.55,0.005,0.005,0.485,10,128.807,0.005,19.264,25.49,21.23,60.76,1.609,5,3.606,0.238974499,5703.23,5960.95,3.328,2.6,2,42.6182301,-83.5058877,"MI","Region_5","YES","VII","Mostly Glaciated Dairy Region","VII","NATURAL","PLNLOW NATURAL","C","SO-SO",4,4090005,8.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/18/2007",NA,NA,NA,NA,NA,NA
"50","NLA06608-0012","6/13/2007","6/13/2007",7.47,7.64,219.5,1769.64,50.3,8.71,8.01,0.078,0.279,1.026,159,8.369,0.29,8.378,19.09,8.66,7.725,4.394,40,10.202,5.449430416,2119.08,2200.85,4.9,0.31,1,35.9907882,-96.8717873,"OK","Region_6","NO","V","South Central Cultivated Great Plains","V","MAN-MADE","PLNLOW MAN-MADE","C","TRASH",11,11050003,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6/13/2007",1026,"","4: HYPEREUTROPHIC (>50 ug/L)","3: EUTROPHIC (>0.75 to 1.4 mg/","2: MESOTROPHIC (>2-7 ug/L)","4: HYPEREUTROPHIC (<= 0.7 m)"
"51","NLA06608-0012","6/13/2007","6/13/2007",7.47,7.64,219.5,1769.64,50.3,8.71,8.01,0.078,0.279,1.026,159,8.369,0.29,8.378,19.09,8.66,7.725,4.394,40,10.202,5.449430416,2119.08,2200.85,4.9,0.31,2,35.9907882,-96.8717873,"OK","Region_6","NO","V","South Central Cultivated Great Plains","V","MAN-MADE","PLNLOW MAN-MADE","C","TRASH",11,11050003,6.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6/13/2007",1026,"","4: HYPEREUTROPHIC (>50 ug/L)","3: EUTROPHIC (>0.75 to 1.4 mg/","2: MESOTROPHIC (>2-7 ug/L)","4: HYPEREUTROPHIC (<= 0.7 m)"
"52","NLA06608-0012","9/18/2007","9/18/2007",7.78,8.31,229.8,1857.95,45.1,6.44,6.14,0.016,0.136,1.052,142,7.669,0.155,7.358,19.88,8.805,6.97,4.123,23,3.247,1.036246882,2126.23,2238.53,21.28,0.27,1,35.9907882,-96.8717873,"OK","Region_6","NO","V","South Central Cultivated Great Plains","V","MAN-MADE","PLNLOW MAN-MADE","C","TRASH",11,11050003,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/18/2007",1052,"","4: HYPEREUTROPHIC (>50 ug/L)","3: EUTROPHIC (>0.75 to 1.4 mg/","3: EUTROPHIC (>7 to 30 mg/L)","4: HYPEREUTROPHIC (<= 0.7 m)"
